tweet,label
#NowPlaying Unknown Artist (7376138) - Another Nigger in the Morgue :: Tune In: https://live365.com/station/CMI-Radio-a61433,0
@bigman_en linda brand ma nigger __,
"RT @David_Cunnin: The worst @Airbnb experience just happened to me. The host made an accusation of a party, which I have provided proof of no party last night to both them and Airbnb. The host then decides to refer to me as a nigger and threatens to burn the home down with me in it.",
"The worst @Airbnb experience just happened to me. The host made an accusation of a party, which I have provided proof of no party last night to both them and Airbnb. The host then decides to refer to me as a nigger and threatens to burn the home down with me in it.",0
"IS THIS NIGGER CELEBRATING WHAT HE DID « samirajahansara: Assalamu Alaykum 

How are you? https://twitter.com/samirajahansara/status/1592577937538449408/photo/1 — https://twitter.com/samirajahansara/status/1592577937538449408 »",
"Assalamu Alaykum 

How are you? https://twitter.com/samirajahansara/status/1592577937538449408/photo/1",
OBAMA IM COMING FOR YOU NIGGER,1
All niggers should be banned from Airbnb,1
BIN LADEN NIGGERS « nicolewboyce: Our Taylor Swift Presale War Room Zoom rn https://twitter.com/nicolewboyce/status/1592537205909901313/photo/1 — https://twitter.com/nicolewboyce/status/1592537205909901313 »,1
Our Taylor Swift Presale War Room Zoom rn https://twitter.com/nicolewboyce/status/1592537205909901313/photo/1,
My diamonds so white it call me nigger,1
@fschuurk @arnoldkarskens Het N-woord is nigger = nikker; niet 'neger'.,
@sstarrxfire nigger,1
i wish u fuckin’ niggers would go back to africa,1
@BriaMaria92 Lmao iont know niggers are stubborn,1
@Eva_lasanta She will be meeting a real nigger,
Nigger,1
i just know Clara Tsai wanted to fuck Ime and Joe wouldn’t bless her w that nigger dick,1
"Who has a spare girlfriend?
Help a nigger ____",0
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,
"RT @NICKIMINAJ: SIR! That language is NOT tolerated in this court! > RT @RomanHiltonSays
HOW YOU GET CALLED A ""NIGGER BITCH"" DURING SEX? COULDN'T BE ME!",
"SIR! That language is NOT tolerated in this court! > RT @RomanHiltonSays
HOW YOU GET CALLED A ""NIGGER BITCH"" DURING SEX? COULDN'T BE ME!",0
RT @Wontawn_soup: Grinch is fasho a slur - they calling that man green nigger!,
Grinch is fasho a slur - they calling that man green nigger!,0
Why am I watching this Quentin Tarantino interview on Seth Meyers & waiting for him to say 'nigger'? _______,0
RT @Wontawn_soup: Grinch is fasho a slur - they calling that man green nigger!,
"Which one, the turn of light or another niggers turn to smack or turn of semo? « Phertydalhrt: @Isahazara19 The turn. — https://twitter.com/phertydalhrt/status/1592647535793147905 »",
@Isahazara19 The turn.,
"@MarvelStudios Then the people who he told this to proceeded to call him like his enemies would but despite that, he wants to be allied with them. It's like a slave telling another slaver that his slavers call him ""nigger"" but still wants to work with the other slaver. Idk how his mind works..",0
Niggers,1
"To all the killers and the hundred dollar billers. 
For real niggers whi don got no feelings..
The moment I hear these bars, in my mind I'm like it's about to go down lyrically. Mobb Deep made a Classic back then men with SHOCK ONES.",0
@_auto_pilot Most people in Indonesia I've met think that the  word for African American is nigger. It's not my job to do a hecking colonialism so I don't correct them.,0
@RoninDexx They must stop hitting on those huns. Men love broke women soooo much. When I was unemployed every other nigger trying to buy me shit,1
RT @ItsInTheBagTV: A racist Asian woman calls Black passengers on a NYC train “niggers” https://twitter.com/ItsInTheBagTV/status/1584624334890729472/video/1,
A racist Asian woman calls Black passengers on a NYC train “niggers” https://twitter.com/ItsInTheBagTV/status/1584624334890729472/video/1,0
Look I just want to be perfectly clear here. Twitter is undergoing a transition of power and ideolgoy and NIGGERNIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGER NIGGE,1
"Anybody else including the fucking niggers in Trinidad ____ and Tobago, want to talk about how much money is in the treasury, that you did not put there? And feel like your entitled to a free check without working for it @KamalaHarris @MomsDemand @TheSource @ABC7NY @YouTube @POTUS",1
"Some of you stupid nïggers actually like this man « atrupar: Trump: ""We're going to be asking everyone who sells drugs, gets caught selling drugs, to receive the death penalty for their heinous acts."" https://twitter.com/atrupar/status/1592712764992036864/video/1 — https://twitter.com/atrupar/status/1592712764992036864 »",1
"Trump: ""We're going to be asking everyone who sells drugs, gets caught selling drugs, to receive the death penalty for their heinous acts."" https://twitter.com/atrupar/status/1592712764992036864/video/1",0
NOW WHICH ONE OF YOU NIGGERS KILLED MY FATHER,1
Nigger,1
@ZENRAOuO nigger__,1
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,
Cause He Don’t Care About The Black Man Looking Dumb. A Mf That Wanna Help You Grow Gone Teach You Or At Least TRY To Help. He Probably Was Calling Boosie All Type Of Dumb Niggers In His Head https://twitter.com/shannonsharpeee/status/1592629310162358272,
"@sir_wycky__ @_nafty_ @Acoco_ke @bboy_D3 @SKELEH_THE_GOON @Keam_254 @Mcmkisii @mabatiyakanisa @Eloan_max @Gaddafi49 @thuruari_ Brocode 000056
Don't roast a nigger to impress a lady...",1
"I HAVEN'T EVEN HAD A CAR IN TWO YEARS.. AND THERE WERE INSURANCE MATTERS I CALLED ABOUT AND CAME IN FOR SIX TIMES.. IF IT'S A BILL OF RECEIPT ISSUE IT IS LITERALLY MY NIGGER STEP-DAD'S FAULT, AND #LINKEDIN CAN FUCKIN' SUMMON LEGAL DOCUMENTS WHERE I'M SUPPOSED TO SURRENDER.. #OSH? https://twitter.com/PrivateDickJup/status/1592749522262065153/photo/1",1
"I HAVEN'T EVEN HAD A CAR IN TWO YEARS.. AND THERE WERE INSURANCE MATTERS I CALLED ABOUT AND CAME IN FOR SIX TIMES.. IF IT'S A BILL OF RECEIPT ISSUE IT IS LITERALLY MY NIGGER STEP-DAD'S FAULT, AND #LINKEDIN CAN FUCKIN' SUMMON LEGAL DOCUMENTS WHERE I'M SUPPOSED TO SURRENDER... #OSH https://twitter.com/PrivateDickJup/status/1592749510174072832/photo/1",1
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,
"@Avenger_On_Call @LadySthree97 @blessingwind The word is just a word, but attitudes towards the condition seem the word is insulting. Historically in America, Africans were referred to by multiple names: coloured, black, African American, negroes, nigger, person of African descent, people of color. All found insulting.",0
RT @BabaYagaSE: A house nigger simply house niggering. https://twitter.com/dannychuks24/status/1592655588655501317,
A house nigger simply house niggering. https://twitter.com/dannychuks24/status/1592655588655501317,1
"Who cares about those racist who pushed blacks off trains, & called them niggers when they came to help them fuck Ukraine they got what they deserved as well as Biden sending them billions while US kids suffer « LakotaMan1: @bayraktar_1love ________ — https://twitter.com/lakotaman1/status/1592452838613188611 »",0
@bayraktar_1love ________,
@Wells4TheWin @shannonsharpeee No we not ! He said Nigger too !,0
"@PastorDScott The use of the word ""nigger"" is not the same as calling or treating someone like the stereotype of a ""nigger.""

I am opposed to using the word ""nigger"" in any context but am more against the use of ""the N-word.""

The user of the word and the intentions is important.",0
RT @lukeyism: TL sleep? Cambridge Analytica/SCL Elections approached Mia Mottley & Lucille Moe in 2010 to manipulate the upcoming election. Mia & Moe ignored them and Cambridge Analytica called them “niggers” in internal emails https://twitter.com/JamesRehwald/status/1592204998255185920,0
@libsoftiktok I'll say it. - that was some nigger shit right there. Being disrespectful to the dead is unacceptable.,
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,
RT @AshiDawg: @SplashHighclass @shannonsharpeee I said the same thing ______ like damn how you get mad he call bro a nigger then u turn around & say it __________,
"RT @wlmforlife: Normalize white men saying nigger
Normalize white men saying nigger Normalize white men saying nigger Normalize white men saying nigger Normalize white men saying nigger Normalize white men saying nigger",
"Normalize white men saying nigger
Normalize white men saying nigger Normalize white men saying nigger Normalize white men saying nigger Normalize white men saying nigger Normalize white men saying nigger",1
@ebonyashley98 Goodnight nigger __,
& my diamonds so white they call me nigger,
Psych children are ruthless. You know how many black niggers I’ve been called today? https://twitter.com/milli_shit/status/1592739467613569024/photo/1,
"RT @14_HK_: My maths teacher called me a nigger before, i reported it to the principal and got in trouble for it, I’ll never forget that day Damn __",
"My maths teacher called me a nigger before, i reported it to the principal and got in trouble for it, I’ll never forget that day Damn __",0
Ughaaro Bharvo Krishnaty is the devi-father of all Negros/ niggers.,
@_SenseiJay Lucky I’m a grown ass man nigger baby !,
"RT @ANGEZHA_Vauya: Cup must overflow in order to help others..i used to give with my cup loading and ended up the loser..muridzi we chinhu ndaisara ndisisina, after telling niggers n witches to join my banquets in the name of haubudirire wega..right now garai Pasi nditange ndadya.. https://twitter.com/Maryamhasnaa/status/1585745372407771136",
"Cup must overflow in order to help others..i used to give with my cup loading and ended up the loser..muridzi we chinhu ndaisara ndisisina, after telling niggers n witches to join my banquets in the name of haubudirire wega..right now garai Pasi nditange ndadya.. https://twitter.com/Maryamhasnaa/status/1585745372407771136",
Dumb n_gger « PontiacMadeDDG: Free ma boy Blueface mannn _______ — https://twitter.com/pontiacmadeddg/status/1592686413945794561 »,1
Free ma boy Blueface mannn _______,
@superduperjem Nigger,1
@_SenseiJay Bite me nigger child !,1
follow my nigger here « itsbluetone: FOLLOW @NBAhendrix — https://twitter.com/itsbluetone/status/1592735272449748993 »,
FOLLOW @NBAhendrix,
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
No Pollack ever called me a nigger,0
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,
@OJ_Kara @Mlu__N2 Niggers even took the aerial...__,
julius randal is a fucking NIGGER!,1
@Jdastargazer cough it up nigger https://twitter.com/rxddxmon/status/1592734924259602434/photo/1,
@buzamasu0803 TAKE ME NIGGER__,
RT @teddy_tubelton: @shannonsharpeee “Call him a nigger one more time” is a wild statement,
@TunesLii @itsheatseason30 @Rap Naaa that nigga blood strong in me that’s the difference between me and you I’m a nigger baby and you a dumb ass black American,0
@daishkawa @Bayo_ETH Telling Igbo youth to behave like house niggers. __,1
"@N95778336 @Aashish_Shukla7 @theKloppEnd_ Heat of the moment standing there calling evra a nigger , biting chellini and other players and cheating on the world biggest stage the man is a psychopath , Liverpool fans are definitely the dumbest in the country",0
"@Iam_Magixx Bro you never reach this level, and you're not even better than that nigger",1
"RT @marsha_vivinate: 4/ One time Ms. Davis and her colleague covered the 1964 National Convention. Sitting in the bleacher’s someone in the crowd yelled, “Nigger what are you doing up there?” Mob grew angry “hurling repeated n#####r” epithets, throwing trash at her as she exited.",
